File,Time,TrainMSE,TrainRMSE,TrainR2,TrainMAPE,ValidationMSE,ValidationRMSE,ValidationR2,ValidationMAPE,TestMSE,TestRMSE,TestR2,TestMAPE
Abies spectabilis_merged.csv,629.6567380428314,18.05214589999953,4.248781695968802,0.8416202705805838,20.77368072262704,18.66985577891557,4.320862851204094,0.8298868995505018,21.598038885740245,19.006251421575207,4.359615971800178,0.8590447750731913,20.799570184748596
Picea smithiana_merged.csv,532.8647437095642,55.249015542654554,7.432968151596948,0.8380886857331749,21.70345159930832,60.39205013188002,7.771232214512704,0.825724566753789,22.599518125599914,57.548815418623626,7.586093554565724,0.8056601205856077,23.605684347130236
Abies pindrow_merged.csv,94.48522520065308,46.53136994336417,6.82139061653591,0.8002724943794267,20.91662144360748,38.11941308143273,6.174092085597099,0.7825482580323142,19.58013180506611,52.52478461061627,7.247398471908128,0.6286646148943236,20.89032555531464
Juniperus excelsa M.-Bieb_merged.csv,70.07763338088989,5.591928727850877,2.364725930811196,0.7726992660345718,23.86024053471193,6.28339776183949,2.5066706528460196,0.7603747934910392,25.750069831834026,12.556332977337904,3.5434916364142732,0.8138419293936657,25.012969683367743
Juniperus turkestanica Komar._merged.csv,26.96891140937805,3.214599543187827,1.7929304345645503,0.9283842645023571,18.11950886033272,2.1859207197780255,1.4784859552183867,0.87288278724875,19.935133095107847,1.0948994649101083,1.0463744381960542,0.798569079757746,20.710971618927143
Pinus roxburghii_merged.csv,128.0755910873413,50.85399404912334,7.131198640419669,0.8093465944152644,21.873852090653667,39.67719103365726,6.298983333336996,0.822876274632959,22.564123989178857,57.249992140173404,7.566372455818799,0.7597670700797595,24.280650475178078
Pinus wallichiana_merged.csv,137.78105568885803,9.157708546407134,3.0261706076173454,0.8641527018794252,16.645560978648106,8.54394182021351,2.923002192988146,0.8570849180366135,17.33169568448673,12.629797914460081,3.5538426969211905,0.7004576117430132,22.45158634963316
Pinus gerardiana_merged.csv,132.80731511116028,10.136211643984904,3.1837417677922475,0.7388726906831392,24.7595844590848,12.281939565770562,3.5045598248240197,0.6896147191194554,24.929726039085043,9.486489125981043,3.080014468469433,0.7638734661140715,23.556891291254097
Populus ciliata_merged.csv,26.633440732955933,100.99501460337919,10.049627585307785,0.7219245400456826,26.01353424181383,128.02794424873946,11.314943404575184,0.45449922926303166,34.58894032790027,70.92894758347579,8.421932532588693,0.6455853781534907,30.42517479861623
Betula utilis_merged.csv,54.62832951545715,1.5389102883432042,1.2405282295631987,0.7728179241206417,25.119829160617314,0.3923051391918058,0.6263426691450981,0.7957007306934276,22.24411095666754,0.3834801885553302,0.6192577723011075,0.8534531637781264,22.3272244847852
Tsuga dumosa_merged.csv,185.07345032691956,77.78467536328687,8.819562084553114,0.8002652069471308,22.938320015898828,80.67640086607237,8.982004278894125,0.7439852112138989,23.566362078452055,116.56972236523991,10.79674591556363,0.8097278109386961,23.543033598633752
Cedrus deodara_merged.csv,232.89229106903076,73.12097123755375,8.551080121104803,0.8288085722236826,22.122347201191168,98.72323690357403,9.935956768403033,0.7787170190883925,24.03096198267942,68.21833748626912,8.25943929611866,0.8064332223131194,22.504545539445463
Juniperus spp. L._merged.csv,53.50909996032715,1.9414922207619991,1.393374400784656,0.8451017482424488,24.429381314508717,0.734744664590409,0.8571724824038678,0.6739766225178563,27.80812824922804,3.154337914020961,1.7760455833173205,0.833606822438451,25.719802497882306
Juniperus recurva_merged.csv,70.30706572532654,2.0959145265217507,1.4477273660885708,0.9167161066206887,15.657683545142941,2.696050907476143,1.641965562207729,0.9021025727160102,18.33260872047523,0.8759762310084348,0.93593601865108,0.906872996783911,14.14824811048659
totalMerged.csv,1987.3282899856567,29.59760901944765,5.440368463573735,0.8812132630170249,19.52905712097018,34.81018920274655,5.900016034109276,0.859859515307267,21.044892594386756,33.72671430448916,5.807470559933056,0.8664417550285881,20.719505858055832
Juniperus spp. _merged.csv,137.7366373538971,7.866423968169519,2.804714596562281,0.8717040148129338,21.799637906897935,3.158001087312235,1.7770765564016184,0.8394732392792952,23.936873677033812,10.336970617061363,3.2151159570163816,0.9010781398681826,21.59677287568315
