File,Time,TrainMSE,TrainRMSE,TrainR2,TrainMAPE,ValidationMSE,ValidationRMSE,ValidationR2,ValidationMAPE,TestMSE,TestRMSE,TestR2,TestMAPE
Picea smithiana_merged.csv,576.243658542633,171.35650608905578,13.090321084261294,0.49782712259134665,37.79580734658723,186.241596963849,13.647036197059382,0.4625561654478877,39.92407381916745,203.87084700933804,14.278334882238125,0.3115369007042479,43.19865538799758
Abies pindrow_merged.csv,226.3893609046936,174.9178956076841,13.225652936913326,0.2491965093517563,44.430568099919974,153.26960167737204,12.380210082117832,0.1256753664008613,40.72868331199774,295.90314407053324,17.20183548550948,-1.0919516143090129,51.13291186131542
Juniperus excelsa M.-Bieb_merged.csv,73.0703227519989,17.669238243990634,4.2034793021960555,0.28178075634869104,46.07955751601084,19.291555137805286,4.392215288189467,0.2642924960360509,50.63104232696824,75.12913465026521,8.667706423862382,-0.11385185293023725,66.5711385083088
Juniperus turkestanica Komar._merged.csv,95.84277200698853,8.183904468569413,2.8607524304926164,0.817676718395278,27.923413534980746,6.952433082884572,2.6367466853842014,0.5956971781549277,35.72901647707773,2.998765129730553,1.7316942945365827,0.4483109737188521,33.05222052318821
Pinus roxburghii_merged.csv,64.67873430252075,184.77641292644756,13.593248799549267,0.30726675347998755,43.89959138246116,159.38235107614057,12.624672315594594,0.2884981258774989,45.59964761497086,168.16164394334055,12.96771544811732,0.2943586031278257,45.07524276965995
Pinus wallichiana_merged.csv,117.10288763046265,23.88511283209151,4.8872397968681165,0.645683412274819,28.24645782709006,29.743652442199707,5.453774146607073,0.5024759512511255,33.36518162483442,38.956364436469,6.241503379512744,0.07606736702023309,40.83397530763276
Pinus gerardiana_merged.csv,93.55375266075134,12.968559077267479,3.601188564525257,0.6659062521081816,28.34312358158072,18.294157447345956,4.277166988480337,0.5376758558890424,33.047655645727616,15.900546270668638,3.9875489051130946,0.6042222967922775,31.949995271618842
Populus ciliata_merged.csv,71.95125031471252,181.39042676226723,13.468126327083038,0.5005671660991107,36.518049329336556,204.46283827286928,14.299050257722339,0.1288258472054905,44.6090142110594,81.00120553666918,9.000066974010203,0.5952567659966514,31.848031861572263
Betula utilis_merged.csv,23.186583280563354,3.7527241807667755,1.9371949258571723,0.44600300872176213,47.890538368824814,1.6447854860635096,1.2824919048725063,0.14345125923894775,45.566121917170015,1.5628139307792177,1.2501255660049584,0.4027711365691067,46.27843115130922
Tsuga dumosa_merged.csv,298.64744806289673,255.14040114103338,15.973114947969083,0.34485276202126014,45.17569716835284,210.03758020080787,14.492673328299643,0.33347638026739046,41.279456563624585,377.5528719356513,19.43071979973082,0.38373524469335174,46.07046550014789
Cedrus deodara_merged.csv,2512.251734495163,183.02485779206756,13.528667997702788,0.5715006762944945,38.28249048613594,237.64851660148022,15.415852769194451,0.4673232583108976,40.72177911389589,156.29432925223992,12.501773044342148,0.5565211525394063,37.471294974276624
Juniperus spp. L._merged.csv,150.6079878807068,4.648975639655266,2.1561483343349237,0.6290903505328437,39.71466939207775,1.5261438087796229,1.2353719313549352,0.3228143285134779,42.80357229760276,13.420136850135593,3.6633504951254108,0.2920798992780137,53.54400975401785
Juniperus recurva_merged.csv,103.51394319534302,8.45629687955978,2.9079712652568936,0.6639780302158466,33.234290301671074,7.599576065682429,2.756732860776036,0.7240486286010984,29.749938258111857,3.0112565297438,1.7352972453570599,0.6798665459140527,27.580481593978817
Juniperus spp. _merged.csv,258.2245650291443,20.157254829637722,4.489683154704541,0.6712489846085818,35.417586445858724,8.608813333573943,2.934077935838437,0.5623988466501744,40.58349332693904,30.19989208883748,5.49544284738159,0.7109956473826915,39.595025150939
