File,Time,TrainMSE,TrainRMSE,TrainR2,TrainMAPE,ValidationMSE,ValidationRMSE,ValidationR2,ValidationMAPE,TestMSE,TestRMSE,TestR2,TestMAPE
Abies spectabilis_merged.csv,1405.295062303543,76.08787110701594,8.722836184809156,0.33244631941353164,47.248403108068565,74.6954127804867,8.642650795935626,0.3194019060504103,46.880424803627264,78.34980934675949,8.851542766476333,0.4189377613458002,45.504198316592294
Picea smithiana_merged.csv,390.03620195388794,210.7477985421797,14.517155318525035,0.3823880352318595,42.605563173664876,237.49270624531044,15.41079836495535,0.3146590621889168,44.875619339975984,209.1571322917825,14.462265807672825,0.29368534221660136,45.57775781345937
Abies pindrow_merged.csv,43.46239185333252,173.3877362158874,13.167677707777003,0.25576444231606477,44.59130760121796,150.80777257150945,12.280381613431622,0.1397188414762245,40.60579531363749,261.48859587956684,16.1706090138735,-0.8486504832245567,50.199056856686056
Juniperus excelsa M.-Bieb_merged.csv,93.16480565071106,20.856080463557394,4.566845789333968,0.15224198523886434,49.88115236516866,24.91120225064027,4.991112325989095,0.04998024795606559,58.02570661863072,88.06339788141135,9.384210029694101,-0.30561305360644786,71.5887201681488
Pinus roxburghii_merged.csv,81.02708792686462,182.36178296849224,13.504139475305053,0.3163192857996009,43.53321113776662,155.79086901331067,12.481621249393472,0.30453093127487996,45.254907105088236,165.316036064187,12.857528380843148,0.30629936840407945,44.7417707946893
Pinus wallichiana_merged.csv,140.6977894306183,30.486464107386894,5.521454890460203,0.5477576342104448,31.492896694601452,25.512099896258967,5.050950395347292,0.5732574115724911,33.19289364719403,43.19908045581297,6.572600737593374,-0.024557623002403828,43.54118298180746
Pinus gerardiana_merged.csv,17.634565353393555,20.470906738289642,4.5244786150770615,0.4726320854776017,35.81681569217583,22.165112066349852,4.707983864283081,0.43985031862260937,35.620314132119276,18.571542136183897,4.309471213058964,0.5377390080463432,33.94484504899763
Populus ciliata_merged.csv,32.118282079696655,190.6627300760111,13.808067572112003,0.4750371929719124,39.31636735706559,245.84563856092365,15.679465506225768,-0.047497763900293144,48.99082731110008,81.77539300187941,9.042974787196933,0.5913883403810328,33.42987022091254
Betula utilis_merged.csv,11.344125747680664,5.1967491980139195,2.2796379532754583,0.23282839839855796,57.29431653714979,1.5314076725227002,1.237500574756513,0.2024945960396909,46.232529302464954,1.467597320205866,1.2114443116403932,0.4391581350418624,46.128365409967934
Tsuga dumosa_merged.csv,377.78976941108704,272.73912864871664,16.514815428841967,0.2996629070745873,47.08714616954241,219.56497048609697,14.817724875502885,0.3032425970868521,42.430892506987185,419.36992836530885,20.47852358851362,0.31547890243287124,47.92725545385114
Cedrus deodara_merged.csv,716.8179018497467,240.27806301160996,15.500905232005321,0.43745899467538873,41.893704467230926,300.2791384649423,17.328564235531527,0.3269399895184534,44.99210694466825,214.3220643980848,14.639742634284415,0.3918697974560351,41.59973205392492
Juniperus spp. L._merged.csv,29.9175922870636,4.702464965480004,2.1685167662436933,0.6248228067490782,39.853693532067005,1.533493528713264,1.238343057764392,0.31955308602776444,42.99371683723681,15.409358604647265,3.925475589612966,0.18714728342335196,56.220180175064996
Juniperus recurva_merged.csv,32.57308864593506,10.543840216445382,3.2471279950820207,0.5810267769591608,36.61476878563118,8.276305378051578,2.876856857414282,0.699475628712672,30.64954965388257,3.4542187631741874,1.858552868006231,0.6327742346423324,29.028836525767954
Juniperus spp. _merged.csv,156.055969953537,34.36502867566367,5.862169280706902,0.4395299277325908,42.34161267797384,9.260782683293717,3.0431534110678213,0.5292580956161796,42.474674376504495,52.81082183255217,7.267105464526586,0.4946154996180889,43.53780128848134
